
record_id,search_timestamp,travel_date,lead_time_days,source_platform,origin_iata,dest_iata,route,origin_raw,dest_raw,airline_standardized,airline_raw,flight_number,departure_time,arrival_time,duration_minutes,duration_raw,cabin_class,total_fare_inr,base_fare_inr,taxes_fees_inr,is_nonstop,raw_hash
SCR_GF_1789014489_063,2026-09-10 09:57:50,2026-09-11,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,00:00,00:00,300.0,5 hr,Economy,6117.0,,,False,729759042b20
SCR_GF_1789014489_064,2026-09-10 09:57:50,2026-09-11,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,00:00,00:00,135.0,2 hr 15 min,Economy,6425.0,,,True,5da2f5c81f09
SCR_GF_1789014489_065,2026-09-10 09:57:50,2026-09-11,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,00:00,00:00,135.0,2 hr 15 min,Economy,6425.0,,,True,5da2f5c81f09
SCR_GF_1789014489_066,2026-09-10 09:57:50,2026-09-11,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,00:00,00:00,145.0,2 hr 25 min,Economy,6425.0,,,True,5da2f5c81f09
SCR_GF_1789014489_067,2026-09-10 09:57:50,2026-09-11,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,00:00,00:00,140.0,2 hr 20 min,Economy,6425.0,,,True,5da2f5c81f09
SCR_GF_1789014489_068,2026-09-10 09:57:50,2026-09-11,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,00:00,00:00,135.0,2 hr 15 min,Economy,6425.0,,,True,5da2f5c81f09
SCR_GF_1789014489_069,2026-09-10 09:57:50,2026-09-11,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,00:00,00:00,145.0,2 hr 25 min,Economy,6425.0,,,True,5da2f5c81f09
SCR_GF_1789014489_070,2026-09-10 09:57:50,2026-09-11,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,00:00,00:00,135.0,2 hr 15 min,Economy,6425.0,,,True,5da2f5c81f09
SCR_GF_1789014489_071,2026-09-10 09:57:50,2026-09-11,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,00:00,00:00,140.0,2 hr 20 min,Economy,6582.0,,,True,46b8dba45196
SCR_GF_1789014489_072,2026-09-10 09:57:50,2026-09-11,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,00:00,00:00,145.0,2 hr 25 min,Economy,6582.0,,,True,46b8dba45196
